,ann_ret,ann_vol
XOM,-15.80456155422143,57.00698528576452
CVX,5.122313875075095,72.68653898039736
COP,-48.62789130320747,84.67830503746622
OXY,-99.54457355466454,131.8688734428147
LNG,35.69035894856796,66.74677930903633
VG,164.5286254387849,104.19865866030416
FRO,2.331432601328699,89.74441202251192
STNG,61.80697230797188,97.39575868750538
ET,-98.31346513942543,76.42696799137269
BIL,1.966577024923075,0.24331017569458224
