,ann_ret,ann_vol
XOM,-91.26514346406374,34.915829679567665
CVX,-125.79100028014732,30.895576194387488
COP,-114.80728846276537,44.67170906531504
OXY,-196.59466750649074,43.04142526946567
LNG,-92.40997865006983,43.46006803316615
FRO,-24.46918658547673,55.355426497285386
STNG,-98.19640220444477,63.66136762184846
ET,-147.48996814748963,38.08768602126097
BIL,3.361743916267469,0.2746151481923871
