,ann_ret,ann_vol
XOM,110.90641550597529,31.610668229892735
CVX,86.07140079488371,29.84437847429462
COP,108.27349684898458,36.67661287975222
OXY,90.80064993852922,54.66506955352229
LNG,49.966628799722976,30.85459767380983
FRO,35.280887738795094,58.64513534129785
STNG,111.10242229847496,51.48276672026616
ET,82.56843164809386,30.95674490041501
BIL,0.37254842494833224,0.2040598277315708
